,duration,mask_efficiency,lambda_home,pulmonary_vent_rate,quanta_gen_rate,recover_rate,school_start,school_end,no_of_simulations,init_students_per_class,plotting_sample_rate,time_step,door_open_fraction,window_open_fraction,wind_speed,wind_direction,ambient_temp,corridor_temp,classroom_temp,window_height,opening_method,method,contam_model_name,run name,backed up,movement_method
model_211001_00-16-21,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_00-22-07,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_00-27-56,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_00-34-00,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_00-40-04,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_00-46-14,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_00-52-24,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_00-58-42,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_01-04-57,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_01-11-12,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_01-17-15,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_211001_01-23-15,5 days,0.0,0.0,0.54,10.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_008_90deg_q10,False,
model_210930_21-06-23,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-12-07,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-17-35,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-23-15,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-28-50,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-34-24,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-39-56,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-45-31,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-51-09,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_21-56-48,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-02-38,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-08-29,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-14-19,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-20-12,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-26-04,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-31-46,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-37-30,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-43-17,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-48-56,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_22-54-52,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-00-36,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-06-20,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-12-14,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-18-03,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-23-58,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-29-47,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-35-29,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-41-14,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-46-56,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-52-29,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_23-57-50,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-02-47,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-07-57,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-13-16,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-18-52,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-24-29,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-30-09,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-35-46,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-41-13,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-46-34,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-51-43,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_00-56-42,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_01-01-37,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_211001_01-06-48,5 days,0.0,0.0,0.54,25.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_009_90deg_q25,False,
model_210930_20-52-01,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_20-58-25,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-04-50,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-11-17,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-17-46,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-24-07,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-30-29,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-36-51,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-43-14,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-49-41,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_21-56-08,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,5.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-02-33,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-08-51,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-15-18,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-21-45,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-28-04,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-34-29,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-40-55,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-47-19,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_22-53-44,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-00-12,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-06-42,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,15.0,90.0,5.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-13-04,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-19-22,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-25-33,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-31-47,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-38-12,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-44-31,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-50-50,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_210930_23-57-07,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-03-31,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-09-51,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.9,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-16-08,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,1.0,1.0,5.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-22-24,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.0,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-28-43,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.1,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-35-07,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.2,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-41-34,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.3,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-48-00,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.4,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_00-54-22,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.5,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_01-00-51,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.6,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_01-07-14,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.7,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
model_211001_01-13-46,5 days,0.0,0.0,0.54,5.0,0.0069444444444444,09:00:00,16:00:00,2000.0,30.0,10min,0 days 00:10:00,0.8,1.0,15.0,90.0,10.0,19.0,21.0,1.0,internal_doors_only_random,DTMC,school_corridor,door_007_90deg_q5,False,
